package_id,tracking_number,timestamp,Origin Location,Origin City,Origin Prefecture,Origin Longitude,Origin Latitude,Order Date,Current Location,Estimated Delivery Date,Delivery Exception Reason,Status,Perishable,Temperature,Temperature Issue,Current Longitude,Current Latitude,Delivery Longitude,Delivery Latitude,Delivery City,Delivery Prefecture,Route Distance KM,Estimated Transit Hours,RFID #,RFID Verified,RFID Failure %,RFID Failure Label,RFID Success %,RFID Success Label,Order Week,Estimated Delivery Duration Hours,Delivery Performance,RFID Reliability Category
PKG068,KZJP2026000068,2026-05-13 09:57:45.469243,"Matsue, Shimane",Matsue,Shimane,133.153900,35.525600,2026-05-11 06:21:11.375752,"Kitakata, Fukushima",2026-05-13 16:54:37.121274,None,Delivered,YES,6.90,Cool,140.560900,37.674200,140.560900,37.674200,Kitakata,Fukushima,702.81,58.56,RFID-KZ-0068,YES,1.96,Low Risk,98.04,Excellent,"May 10-16, 2026",58.56,Delivered,Excellent
PKG098,KZJP2026000098,2026-05-13 15:17:20.051163,"Ashikaga, Tochigi",Ashikaga,Tochigi,139.908900,36.672200,2026-05-12 21:13:09.636005,"Toride, Ibaraki",2026-05-13 13:31:48.919424,None,Delivered,NO,22.70,Ambient,140.510000,36.239400,140.510000,36.239400,Toride,Ibaraki,72.15,16.31,RFID-KZ-0098,YES,0.22,Low Risk,99.78,Excellent,"May 10-16, 2026",16.31,Delivered,Excellent
PKG083,KZJP2026000083,2026-05-13 15:56:03.809745,"Ono, Fukui",Ono,Fukui,136.102100,36.076200,2026-05-11 23:31:47.469754,"Kamo, Niigata",2026-05-13 14:34:40.379309,None,Delivered,NO,23.10,Ambient,139.154700,37.936100,139.154700,37.936100,Kamo,Niigata,340.91,39.05,RFID-KZ-0083,YES,1.67,Low Risk,98.33,Excellent,"May 10-16, 2026",39.05,Delivered,Excellent
PKG063,KZJP2026000063,2026-05-13 18:21:49.185067,"Uozu, Toyama",Uozu,Toyama,137.143100,36.792900,2026-05-12 17:24:29.934900,"Tomioka, Gunma",2026-05-13 19:41:53.748469,None,Delivered,NO,19.80,Ambient,139.025800,36.504300,139.025800,36.504300,Tomioka,Gunma,171.00,26.29,RFID-KZ-0063,YES,1.19,Low Risk,98.81,Excellent,"May 10-16, 2026",26.29,Delivered,Excellent
PKG052,KZJP2026000052,2026-05-13 21:37:52.724386,"Hokuto, Yamanashi",Hokuto,Yamanashi,138.533300,35.778700,2026-05-11 20:53:38.696311,"Kurihara, Miyagi",2026-05-13 19:50:56.491186,None,Delivered,YES,3.60,Cool,140.762600,38.318400,140.762600,38.318400,Kurihara,Miyagi,344.78,46.95,RFID-KZ-0052,YES,1.01,Low Risk,98.99,Excellent,"May 10-16, 2026",46.95,Delivered,Excellent
PKG089,KZJP2026000089,2026-05-13 23:20:11.355325,"Izumisano, Osaka",Izumisano,Osaka,135.565500,34.591700,2026-05-11 02:39:50.021276,"Zama, Kanagawa",2026-05-13 19:29:54.369070,None,Delivered,NO,13.60,Ambient,139.647000,35.567700,139.647000,35.567700,Zama,Kanagawa,386.90,64.83,RFID-KZ-0089,YES,2.47,Low Risk,97.53,Excellent,"May 10-16, 2026",64.83,Delivered,Excellent
PKG067,KZJP2026000067,2026-05-14 04:08:46.612167,"Suwa, Nagano",Suwa,Nagano,138.093900,36.568800,2026-05-13 01:38:36.856120,"Joetsu, Niigata",2026-05-14 05:06:46.192021,None,Delivered,NO,22.30,Ambient,138.965800,38.013200,138.965800,38.013200,Joetsu,Niigata,178.17,27.47,RFID-KZ-0067,YES,0.48,Low Risk,99.52,Excellent,"May 10-16, 2026",27.47,Delivered,Excellent
PKG100,KZJP2026000100,2026-05-14 04:24:32.181745,"Sagae, Yamagata",Sagae,Yamagata,140.367800,38.120700,2026-05-13 14:13:26.668726,"Higashimatsushima, Miyagi",2026-05-14 05:14:30.734589,None,Delivered,NO,16.80,Ambient,140.762600,38.219400,140.762600,38.219400,Higashimatsushima,Miyagi,36.22,15.02,RFID-KZ-0100,YES,1.43,Low Risk,98.57,Excellent,"May 10-16, 2026",15.02,Delivered,Excellent
PKG099,KZJP2026000099,2026-05-14 05:52:39.289416,"Marugame, Kagawa",Marugame,Kagawa,134.072900,34.459900,2026-05-12 06:44:41.129336,"Ota, Tokyo",2026-05-14 06:15:59.273968,None,Delivered,NO,18.50,Ambient,139.582400,35.739000,139.582400,35.739000,Ota,Tokyo,520.93,47.52,RFID-KZ-0099,YES,0.41,Low Risk,99.59,Excellent,"May 10-16, 2026",47.52,Delivered,Excellent
PKG028,KZJP2026000028,2026-05-14 08:13:18.675475,"Date, Fukushima",Date,Fukushima,140.358500,37.799500,2026-05-09 19:47:19.471352,"Tagawa, Fukuoka",2026-05-14 07:08:13.044617,None,Delivered,NO,19.20,Ambient,130.494800,33.514400,130.494800,33.514400,Tagawa,Fukuoka,1009.76,107.35,RFID-KZ-0028,YES,2.34,Low Risk,97.66,Excellent,"May 3-9, 2026",107.35,Delivered,Excellent
PKG059,KZJP2026000059,2026-05-14 10:24:31.550757,"Shimanto, Kochi",Shimanto,Kochi,133.594200,33.661800,2026-05-13 03:42:26.328332,"Yamatokoriyama, Nara",2026-05-14 14:20:30.885857,None,Delivered,NO,19.80,Ambient,135.762100,34.782100,135.762100,34.782100,Yamatokoriyama,Nara,235.04,34.63,RFID-KZ-0059,YES,0.23,Low Risk,99.77,Excellent,"May 10-16, 2026",34.63,Delivered,Excellent
PKG066,KZJP2026000066,2026-05-14 13:03:47.608414,"Aioi, Hyogo",Aioi,Hyogo,135.258500,34.792300,2026-05-12 11:28:04.285675,"Exception Hub near Muko, Kyoto",2026-05-14 04:30:09.504379,RFID verification issue at sorting facility,Not Delivered,YES,9.70,Ambient,135.753270,35.083034,135.831200,35.113700,Muko,Kyoto,63.26,41.03,RFID-KZ-0066,NO,24.81,High Risk,75.19,At Risk,"May 10-16, 2026",41.03,Exception,At Risk
PKG064,KZJP2026000064,2026-05-14 13:49:50.201023,"Buzen, Fukuoka",Buzen,Fukuoka,130.366700,33.475400,2026-05-11 10:41:23.359568,"Tonami, Toyama",2026-05-14 11:55:41.571833,None,Delivered,NO,21.00,Ambient,137.306800,36.620100,137.306800,36.620100,Tonami,Toyama,721.80,73.24,RFID-KZ-0064,YES,1.84,Low Risk,98.16,Excellent,"May 10-16, 2026",73.24,Delivered,Excellent
PKG056,KZJP2026000056,2026-05-14 17:23:21.205825,"Matsudo, Chiba",Matsudo,Chiba,140.199500,35.531500,2026-05-13 00:54:23.925032,"Awa, Tokushima",2026-05-15 04:27:27.799003,None,Delivered,NO,24.50,Ambient,134.563400,33.951200,134.563400,33.951200,Awa,Tokushima,544.04,51.55,RFID-KZ-0056,YES,1.85,Low Risk,98.15,Excellent,"May 10-16, 2026",51.55,Delivered,Excellent
PKG087,KZJP2026000087,2026-05-14 18:01:41.075905,"Fukaya, Saitama",Fukaya,Saitama,139.738600,35.937200,2026-05-12 01:02:06.575166,"Etajima, Hiroshima",2026-05-14 21:41:18.736339,None,Delivered,NO,21.70,Ambient,132.416900,34.276600,132.416900,34.276600,Etajima,Hiroshima,690.95,68.65,RFID-KZ-0087,YES,2.24,Low Risk,97.76,Excellent,"May 10-16, 2026",68.65,Delivered,Excellent
PKG060,KZJP2026000060,2026-05-14 21:59:40.912127,"Imabari, Ehime",Imabari,Ehime,132.791900,33.956300,2026-05-12 14:46:13.800812,"Kuki, Saitama",2026-05-15 01:12:27.821242,None,Delivered,YES,5.10,Cool,139.632200,35.742200,139.632200,35.742200,Kuki,Saitama,654.85,58.44,RFID-KZ-0060,YES,0.29,Low Risk,99.71,Excellent,"May 10-16, 2026",58.44,Delivered,Excellent
PKG090,KZJP2026000090,2026-05-14 22:14:03.396115,"Ono, Hyogo",Ono,Hyogo,135.108300,34.772700,2026-05-14 02:25:34.023226,"Tenri, Nara",2026-05-15 01:51:09.123042,None,Delivered,YES,4.50,Cool,135.713200,34.696100,135.713200,34.696100,Tenri,Nara,55.93,23.43,RFID-KZ-0090,YES,0.23,Low Risk,99.77,Excellent,"May 10-16, 2026",23.43,Delivered,Excellent
PKG079,KZJP2026000079,2026-05-15 02:37:01.228548,"Yuzawa, Akita",Yuzawa,Akita,140.107000,39.598700,2026-05-13 00:15:53.100990,"Itami, Hyogo",2026-05-14 20:06:55.345470,None,Delivered,NO,21.10,Ambient,135.313700,34.710100,135.313700,34.710100,Itami,Hyogo,689.64,43.85,RFID-KZ-0079,YES,1.00,Low Risk,99.00,Excellent,"May 10-16, 2026",43.85,Delivered,Excellent
PKG070,KZJP2026000070,2026-05-15 11:54:29.878734,"Musashino, Tokyo",Musashino,Tokyo,139.575200,35.718200,2026-05-14 19:24:50.304768,"Asaka, Saitama",2026-05-15 06:20:03.651668,None,Delivered,YES,6.20,Cool,139.758300,35.902600,139.758300,35.902600,Asaka,Saitama,26.33,10.92,RFID-KZ-0070,YES,1.14,Low Risk,98.86,Excellent,"May 10-16, 2026",10.92,Delivered,Excellent
PKG085,KZJP2026000085,2026-05-15 13:36:17.354424,"Azumino, Nagano",Azumino,Nagano,138.093900,36.733800,2026-05-14 05:56:06.013067,"Sakura, Chiba",2026-05-15 12:36:46.096208,None,Delivered,NO,25.20,Ambient,139.997100,35.656800,139.997100,35.656800,Sakura,Chiba,208.58,30.68,RFID-KZ-0085,YES,2.65,Low Risk,97.35,Excellent,"May 10-16, 2026",30.68,Delivered,Excellent
PKG097,KZJP2026000097,2026-05-15 15:33:22.492207,"Yasugi, Shimane",Yasugi,Shimane,133.053100,35.348200,2026-05-14 00:23:05.998763,"Toki, Gifu",2026-05-15 20:12:09.682660,None,Delivered,YES,2.70,Cool,136.650400,35.366100,136.650400,35.366100,Toki,Gifu,326.21,43.82,RFID-KZ-0097,YES,2.00,Low Risk,98.00,Excellent,"May 10-16, 2026",43.82,Delivered,Excellent
PKG082,KZJP2026000082,2026-05-16 05:51:05.471925,"Annaka, Gunma",Annaka,Gunma,138.951500,36.439000,2026-05-15 05:54:06.039663,"Oyama, Tochigi",2026-05-16 10:20:23.966289,None,Delivered,NO,17.60,Ambient,139.975700,36.479300,139.975700,36.479300,Oyama,Tochigi,91.71,28.44,RFID-KZ-0082,YES,0.26,Low Risk,99.74,Excellent,"May 10-16, 2026",28.44,Delivered,Excellent
PKG053,KZJP2026000053,2026-05-16 06:24:22.610790,"Kuwana, Mie",Kuwana,Mie,136.421500,34.647800,2026-05-15 05:32:33.496336,"Higashiomi, Shiga",2026-05-16 06:06:30.409434,None,Delivered,NO,22.40,Ambient,135.759300,34.955000,135.759300,34.955000,Higashiomi,Shiga,69.44,24.57,RFID-KZ-0053,YES,1.54,Low Risk,98.46,Excellent,"May 10-16, 2026",24.57,Delivered,Excellent
PKG061,KZJP2026000061,2026-05-16 08:36:40.784599,"Sosa, Chiba",Sosa,Chiba,140.088900,35.726000,2026-05-13 12:53:17.041416,"Asakuchi, Okayama",2026-05-16 11:52:33.769102,None,Delivered,NO,22.20,Ambient,134.037900,34.635200,134.037900,34.635200,Asakuchi,Okayama,563.05,70.99,RFID-KZ-0061,YES,0.43,Low Risk,99.57,Excellent,"May 10-16, 2026",70.99,Delivered,Excellent
PKG051,KZJP2026000051,2026-05-16 10:09:28.937617,"Hiroshima, Hiroshima",Hiroshima,Hiroshima,132.557200,34.448900,2026-05-15 09:57:41.632160,"Transit Scan near Akaiwa, Okayama",2026-05-16 21:39:55.161223,Shipment still within estimated delivery window,In Transit,NO,22.10,Ambient,133.498814,34.597559,133.810300,34.605600,Akaiwa,Okayama,116.11,35.70,RFID-KZ-0051,YES,3.68,Low Risk,96.32,Good,"May 10-16, 2026",35.70,In Transit,Good
PKG095,KZJP2026000095,2026-05-16 16:42:58.616040,"Takahashi, Okayama",Takahashi,Okayama,134.037900,34.675000,2026-05-15 03:45:44.878836,"Shibata, Niigata",2026-05-16 22:30:07.654733,None,Delivered,YES,5.10,Cool,139.040900,37.796300,139.040900,37.796300,Shibata,Niigata,567.12,42.74,RFID-KZ-0095,YES,1.88,Low Risk,98.12,Excellent,"May 10-16, 2026",42.74,Delivered,Excellent
PKG094,KZJP2026000094,2026-05-16 18:31:56.497178,"Imabari, Ehime",Imabari,Ehime,132.791900,33.956300,2026-05-14 01:48:22.668364,"Tateyama, Chiba",2026-05-16 18:02:03.099419,None,Delivered,NO,21.50,Ambient,140.019300,35.524800,140.019300,35.524800,Tateyama,Chiba,682.85,64.23,RFID-KZ-0094,YES,1.35,Low Risk,98.65,Excellent,"May 10-16, 2026",64.23,Delivered,Excellent
PKG058,KZJP2026000058,2026-05-16 18:38:21.085833,"Matsuyama, Ehime",Matsuyama,Ehime,132.870900,33.896700,2026-05-14 14:37:41.909528,"Awara, Fukui",2026-05-16 16:46:48.015695,None,Delivered,YES,4.80,Cool,136.314700,35.989400,136.314700,35.989400,Awara,Fukui,390.70,50.15,RFID-KZ-0058,YES,2.50,Low Risk,97.50,Excellent,"May 10-16, 2026",50.15,Delivered,Excellent
PKG057,KZJP2026000057,2026-05-17 00:59:38.651136,"Nagai, Yamagata",Nagai,Yamagata,140.426400,38.342700,2026-05-14 05:39:47.663652,"Tatsuno, Hyogo",2026-05-17 07:07:03.069058,None,Delivered,NO,16.10,Ambient,135.276100,34.601400,135.276100,34.601400,Tatsuno,Hyogo,620.40,73.45,RFID-KZ-0057,YES,0.71,Low Risk,99.29,Excellent,"May 10-16, 2026",73.45,Delivered,Excellent
PKG086,KZJP2026000086,2026-05-17 06:50:44.215518,"Kunitachi, Tokyo",Kunitachi,Tokyo,139.795000,35.750600,2026-05-15 20:55:40.567123,"Sado, Niigata",2026-05-17 03:43:43.030313,None,Delivered,NO,22.00,Ambient,139.129400,37.992000,139.129400,37.992000,Sado,Niigata,256.17,30.80,RFID-KZ-0086,YES,2.68,Low Risk,97.32,Excellent,"May 10-16, 2026",30.80,Delivered,Excellent
PKG071,KZJP2026000071,2026-05-17 10:59:18.409307,"Wakkanai, Hokkaido",Wakkanai,Hokkaido,141.705500,42.870500,2026-05-14 07:25:47.400409,"Komaki, Aichi",2026-05-17 11:04:41.348147,None,Delivered,NO,25.00,Ambient,136.786900,35.170400,136.786900,35.170400,Komaki,Aichi,955.41,75.65,RFID-KZ-0071,YES,2.61,Low Risk,97.39,Excellent,"May 10-16, 2026",75.65,Delivered,Excellent
PKG076,KZJP2026000076,2026-05-17 11:04:01.625330,"Minato, Tokyo",Minato,Tokyo,139.621100,35.786500,2026-05-16 19:28:15.789732,"Toshima, Tokyo",2026-05-17 14:17:08.435278,None,Delivered,YES,3.80,Cool,139.784700,35.765300,139.784700,35.765300,Toshima,Tokyo,14.95,18.81,RFID-KZ-0076,YES,0.50,Low Risk,99.50,Excellent,"May 10-16, 2026",18.81,Delivered,Excellent
PKG093,KZJP2026000093,2026-05-17 12:19:50.790003,"Takikawa, Hokkaido",Takikawa,Hokkaido,141.063900,43.337100,2026-05-12 21:29:57.934474,"Ono, Fukui",2026-05-17 05:09:40.352065,None,Delivered,NO,24.50,Ambient,136.102100,36.076200,136.102100,36.076200,Ono,Fukui,911.72,103.66,RFID-KZ-0093,YES,0.75,Low Risk,99.25,Excellent,"May 10-16, 2026",103.66,Delivered,Excellent
PKG080,KZJP2026000080,2026-05-17 12:48:16.825722,"Shibukawa, Gunma",Shibukawa,Gunma,139.179100,36.409400,2026-05-16 00:54:23.363274,"Inuyama, Aichi",2026-05-17 13:05:17.198126,None,Delivered,YES,5.30,Cool,136.999400,35.257200,136.999400,35.257200,Inuyama,Aichi,234.56,36.18,RFID-KZ-0080,YES,2.34,Low Risk,97.66,Excellent,"May 10-16, 2026",36.18,Delivered,Excellent
PKG077,KZJP2026000077,2026-05-17 17:23:28.383482,"Yamaguchi, Yamaguchi",Yamaguchi,Yamaguchi,131.579000,34.236000,2026-05-15 04:11:08.017548,"Tsushima, Aichi",2026-05-17 20:32:03.870095,None,Delivered,NO,19.80,Ambient,136.969500,35.283500,136.969500,35.283500,Tsushima,Aichi,505.95,64.35,RFID-KZ-0077,YES,0.24,Low Risk,99.76,Excellent,"May 10-16, 2026",64.35,Delivered,Excellent
PKG078,KZJP2026000078,2026-05-17 22:14:57.009231,"Fujinomiya, Shizuoka",Fujinomiya,Shizuoka,138.387000,34.855700,2026-05-16 10:51:45.711469,"Yawata, Kyoto",2026-05-18 03:46:16.183835,None,Delivered,NO,19.00,Ambient,135.658800,35.061100,135.658800,35.061100,Yawata,Kyoto,249.66,40.91,RFID-KZ-0078,YES,0.29,Low Risk,99.71,Excellent,"May 10-16, 2026",40.91,Delivered,Excellent
PKG072,KZJP2026000072,2026-05-18 07:02:59.369858,"Tagawa, Fukuoka",Tagawa,Fukuoka,130.494800,33.514400,2026-05-16 15:17:27.409265,"Wakayama, Wakayama",2026-05-18 05:47:00.099995,None,Delivered,YES,5.20,Cool,135.276100,34.288000,135.276100,34.288000,Wakayama,Wakayama,449.53,38.49,RFID-KZ-0072,YES,1.37,Low Risk,98.63,Excellent,"May 10-16, 2026",38.49,Delivered,Excellent
PKG075,KZJP2026000075,2026-05-18 15:04:56.730832,"Nasukarasuyama, Tochigi",Nasukarasuyama,Tochigi,139.847600,36.440300,2026-05-16 11:48:31.584776,"Gotsu, Shimane",2026-05-18 18:16:04.354894,None,Delivered,NO,23.00,Ambient,133.141700,35.392300,133.141700,35.392300,Gotsu,Shimane,614.90,54.46,RFID-KZ-0075,YES,1.73,Low Risk,98.27,Excellent,"May 10-16, 2026",54.46,Delivered,Excellent
PKG088,KZJP2026000088,2026-05-18 17:34:14.790766,"Aomori, Aomori",Aomori,Aomori,140.845300,40.881900,2026-05-15 01:18:08.808840,"Minamiawaji, Hyogo",2026-05-18 20:40:28.564475,None,Delivered,NO,23.30,Ambient,135.238800,34.802100,135.238800,34.802100,Minamiawaji,Hyogo,835.88,91.37,RFID-KZ-0088,YES,1.12,Low Risk,98.88,Excellent,"May 10-16, 2026",91.37,Delivered,Excellent
PKG074,KZJP2026000074,2026-05-18 20:12:22.023751,"Katsuragi, Nara",Katsuragi,Nara,135.723400,34.734600,2026-05-16 00:38:47.630906,"Tochigi, Tochigi",2026-05-18 20:05:22.728596,None,Delivered,NO,17.30,Ambient,139.812000,36.652100,139.812000,36.652100,Tochigi,Tochigi,426.31,67.44,RFID-KZ-0074,YES,0.34,Low Risk,99.66,Excellent,"May 10-16, 2026",67.44,Delivered,Excellent
PKG081,KZJP2026000081,2026-05-19 15:34:53.229217,"Hikari, Yamaguchi",Hikari,Yamaguchi,131.478200,34.058600,2026-05-15 05:00:01.841640,"Semboku, Akita",2026-05-19 10:23:31.579391,None,Delivered,YES,4.90,Cool,139.993200,39.669100,139.993200,39.669100,Semboku,Akita,980.52,101.39,RFID-KZ-0081,YES,1.23,Low Risk,98.77,Excellent,"May 10-16, 2026",101.39,Delivered,Excellent
