package_id,tracking_number,timestamp,Origin Location,Origin City,Origin Prefecture,Origin Longitude,Origin Latitude,Order Date,Current Location,Estimated Delivery Date,Delivery Exception Reason,Status,Perishable,Temperature,Temperature Issue,Current Longitude,Current Latitude,Delivery Longitude,Delivery Latitude,Delivery City,Delivery Prefecture,Route Distance KM,Estimated Transit Hours,RFID #,RFID Verified,RFID Failure %,RFID Failure Label,RFID Success %,RFID Success Label
PKG028,KZJP2026000028,2026-05-14 08:13:18.675475,"Date, Fukushima",Date,Fukushima,140.3585,37.7995,2026-05-09 19:47:19.471352,"Tagawa, Fukuoka",2026-05-14 07:08:13.044617,None,Delivered,NO,19.2,Ambient,130.4948,33.5144,130.4948,33.5144,Tagawa,Fukuoka,1009.76,107.35,RFID-KZ-0028,YES,2.34,Low Risk,97.66,Excellent
PKG059,KZJP2026000059,2026-05-14 10:24:31.550757,"Shimanto, Kochi",Shimanto,Kochi,133.5942,33.6618,2026-05-13 03:42:26.328332,"Yamatokoriyama, Nara",2026-05-14 14:20:30.885857,None,Delivered,NO,19.8,Ambient,135.7621,34.7821,135.7621,34.7821,Yamatokoriyama,Nara,235.04,34.63,RFID-KZ-0059,YES,0.23,Low Risk,99.77,Excellent
PKG066,KZJP2026000066,2026-05-14 13:03:47.608414,"Aioi, Hyogo",Aioi,Hyogo,135.2585,34.7923,2026-05-12 11:28:04.285675,"Exception Hub near Muko, Kyoto",2026-05-14 04:30:09.504379,RFID verification issue at sorting facility,Not Delivered,YES,9.7,Ambient,135.75327,35.083034,135.8312,35.1137,Muko,Kyoto,63.26,41.03,RFID-KZ-0066,NO,24.81,High Risk,75.19,At Risk
PKG064,KZJP2026000064,2026-05-14 13:49:50.201023,"Buzen, Fukuoka",Buzen,Fukuoka,130.3667,33.4754,2026-05-11 10:41:23.359568,"Tonami, Toyama",2026-05-14 11:55:41.571833,None,Delivered,NO,21.0,Ambient,137.3068,36.6201,137.3068,36.6201,Tonami,Toyama,721.8,73.24,RFID-KZ-0064,YES,1.84,Low Risk,98.16,Excellent
PKG056,KZJP2026000056,2026-05-14 17:23:21.205825,"Matsudo, Chiba",Matsudo,Chiba,140.1995,35.5315,2026-05-13 00:54:23.925032,"Awa, Tokushima",2026-05-15 04:27:27.799003,None,Delivered,NO,24.5,Ambient,134.5634,33.9512,134.5634,33.9512,Awa,Tokushima,544.04,51.55,RFID-KZ-0056,YES,1.85,Low Risk,98.15,Excellent
PKG087,KZJP2026000087,2026-05-14 18:01:41.075905,"Fukaya, Saitama",Fukaya,Saitama,139.7386,35.9372,2026-05-12 01:02:06.575166,"Etajima, Hiroshima",2026-05-14 21:41:18.736339,None,Delivered,NO,21.7,Ambient,132.4169,34.2766,132.4169,34.2766,Etajima,Hiroshima,690.95,68.65,RFID-KZ-0087,YES,2.24,Low Risk,97.76,Excellent
PKG060,KZJP2026000060,2026-05-14 21:59:40.912127,"Imabari, Ehime",Imabari,Ehime,132.7919,33.9563,2026-05-12 14:46:13.800812,"Kuki, Saitama",2026-05-15 01:12:27.821242,None,Delivered,YES,5.1,Cool,139.6322,35.7422,139.6322,35.7422,Kuki,Saitama,654.85,58.44,RFID-KZ-0060,YES,0.29,Low Risk,99.71,Excellent
PKG090,KZJP2026000090,2026-05-14 22:14:03.396115,"Ono, Hyogo",Ono,Hyogo,135.1083,34.7727,2026-05-14 02:25:34.023226,"Tenri, Nara",2026-05-15 01:51:09.123042,None,Delivered,YES,4.5,Cool,135.7132,34.6961,135.7132,34.6961,Tenri,Nara,55.93,23.43,RFID-KZ-0090,YES,0.23,Low Risk,99.77,Excellent
PKG079,KZJP2026000079,2026-05-15 02:37:01.228548,"Yuzawa, Akita",Yuzawa,Akita,140.107,39.5987,2026-05-13 00:15:53.100990,"Itami, Hyogo",2026-05-14 20:06:55.345470,None,Delivered,NO,21.1,Ambient,135.3137,34.7101,135.3137,34.7101,Itami,Hyogo,689.64,43.85,RFID-KZ-0079,YES,1.0,Low Risk,99.0,Excellent
PKG070,KZJP2026000070,2026-05-15 11:54:29.878734,"Musashino, Tokyo",Musashino,Tokyo,139.5752,35.7182,2026-05-14 19:24:50.304768,"Asaka, Saitama",2026-05-15 06:20:03.651668,None,Delivered,YES,6.2,Cool,139.7583,35.9026,139.7583,35.9026,Asaka,Saitama,26.33,10.92,RFID-KZ-0070,YES,1.14,Low Risk,98.86,Excellent
PKG085,KZJP2026000085,2026-05-15 13:36:17.354424,"Azumino, Nagano",Azumino,Nagano,138.0939,36.7338,2026-05-14 05:56:06.013067,"Sakura, Chiba",2026-05-15 12:36:46.096208,None,Delivered,NO,25.2,Ambient,139.9971,35.6568,139.9971,35.6568,Sakura,Chiba,208.58,30.68,RFID-KZ-0085,YES,2.65,Low Risk,97.35,Excellent
PKG097,KZJP2026000097,2026-05-15 15:33:22.492207,"Yasugi, Shimane",Yasugi,Shimane,133.0531,35.3482,2026-05-14 00:23:05.998763,"Toki, Gifu",2026-05-15 20:12:09.682660,None,Delivered,YES,2.7,Cool,136.6504,35.3661,136.6504,35.3661,Toki,Gifu,326.21,43.82,RFID-KZ-0097,YES,2.0,Low Risk,98.0,Excellent
PKG082,KZJP2026000082,2026-05-16 05:51:05.471925,"Annaka, Gunma",Annaka,Gunma,138.9515,36.439,2026-05-15 05:54:06.039663,"Oyama, Tochigi",2026-05-16 10:20:23.966289,None,Delivered,NO,17.6,Ambient,139.9757,36.4793,139.9757,36.4793,Oyama,Tochigi,91.71,28.44,RFID-KZ-0082,YES,0.26,Low Risk,99.74,Excellent
PKG053,KZJP2026000053,2026-05-16 06:24:22.610790,"Kuwana, Mie",Kuwana,Mie,136.4215,34.6478,2026-05-15 05:32:33.496336,"Higashiomi, Shiga",2026-05-16 06:06:30.409434,None,Delivered,NO,22.4,Ambient,135.7593,34.955,135.7593,34.955,Higashiomi,Shiga,69.44,24.57,RFID-KZ-0053,YES,1.54,Low Risk,98.46,Excellent
PKG061,KZJP2026000061,2026-05-16 08:36:40.784599,"Sosa, Chiba",Sosa,Chiba,140.0889,35.726,2026-05-13 12:53:17.041416,"Asakuchi, Okayama",2026-05-16 11:52:33.769102,None,Delivered,NO,22.2,Ambient,134.0379,34.6352,134.0379,34.6352,Asakuchi,Okayama,563.05,70.99,RFID-KZ-0061,YES,0.43,Low Risk,99.57,Excellent
PKG051,KZJP2026000051,2026-05-16 10:09:28.937617,"Hiroshima, Hiroshima",Hiroshima,Hiroshima,132.5572,34.4489,2026-05-15 09:57:41.632160,"Transit Scan near Akaiwa, Okayama",2026-05-16 21:39:55.161223,Shipment still within estimated delivery window,In Transit,NO,22.1,Ambient,133.498814,34.597559,133.8103,34.6056,Akaiwa,Okayama,116.11,35.7,RFID-KZ-0051,YES,3.68,Low Risk,96.32,Good
PKG095,KZJP2026000095,2026-05-16 16:42:58.616040,"Takahashi, Okayama",Takahashi,Okayama,134.0379,34.675,2026-05-15 03:45:44.878836,"Shibata, Niigata",2026-05-16 22:30:07.654733,None,Delivered,YES,5.1,Cool,139.0409,37.7963,139.0409,37.7963,Shibata,Niigata,567.12,42.74,RFID-KZ-0095,YES,1.88,Low Risk,98.12,Excellent
PKG094,KZJP2026000094,2026-05-16 18:31:56.497178,"Imabari, Ehime",Imabari,Ehime,132.7919,33.9563,2026-05-14 01:48:22.668364,"Tateyama, Chiba",2026-05-16 18:02:03.099419,None,Delivered,NO,21.5,Ambient,140.0193,35.5248,140.0193,35.5248,Tateyama,Chiba,682.85,64.23,RFID-KZ-0094,YES,1.35,Low Risk,98.65,Excellent
PKG058,KZJP2026000058,2026-05-16 18:38:21.085833,"Matsuyama, Ehime",Matsuyama,Ehime,132.8709,33.8967,2026-05-14 14:37:41.909528,"Awara, Fukui",2026-05-16 16:46:48.015695,None,Delivered,YES,4.8,Cool,136.3147,35.9894,136.3147,35.9894,Awara,Fukui,390.7,50.15,RFID-KZ-0058,YES,2.5,Low Risk,97.5,Excellent
PKG057,KZJP2026000057,2026-05-17 00:59:38.651136,"Nagai, Yamagata",Nagai,Yamagata,140.4264,38.3427,2026-05-14 05:39:47.663652,"Tatsuno, Hyogo",2026-05-17 07:07:03.069058,None,Delivered,NO,16.1,Ambient,135.2761,34.6014,135.2761,34.6014,Tatsuno,Hyogo,620.4,73.45,RFID-KZ-0057,YES,0.71,Low Risk,99.29,Excellent
PKG086,KZJP2026000086,2026-05-17 06:50:44.215518,"Kunitachi, Tokyo",Kunitachi,Tokyo,139.795,35.7506,2026-05-15 20:55:40.567123,"Sado, Niigata",2026-05-17 03:43:43.030313,None,Delivered,NO,22.0,Ambient,139.1294,37.992,139.1294,37.992,Sado,Niigata,256.17,30.8,RFID-KZ-0086,YES,2.68,Low Risk,97.32,Excellent
PKG071,KZJP2026000071,2026-05-17 10:59:18.409307,"Wakkanai, Hokkaido",Wakkanai,Hokkaido,141.7055,42.8705,2026-05-14 07:25:47.400409,"Komaki, Aichi",2026-05-17 11:04:41.348147,None,Delivered,NO,25.0,Ambient,136.7869,35.1704,136.7869,35.1704,Komaki,Aichi,955.41,75.65,RFID-KZ-0071,YES,2.61,Low Risk,97.39,Excellent
PKG076,KZJP2026000076,2026-05-17 11:04:01.625330,"Minato, Tokyo",Minato,Tokyo,139.6211,35.7865,2026-05-16 19:28:15.789732,"Toshima, Tokyo",2026-05-17 14:17:08.435278,None,Delivered,YES,3.8,Cool,139.7847,35.7653,139.7847,35.7653,Toshima,Tokyo,14.95,18.81,RFID-KZ-0076,YES,0.5,Low Risk,99.5,Excellent
PKG093,KZJP2026000093,2026-05-17 12:19:50.790003,"Takikawa, Hokkaido",Takikawa,Hokkaido,141.0639,43.3371,2026-05-12 21:29:57.934474,"Ono, Fukui",2026-05-17 05:09:40.352065,None,Delivered,NO,24.5,Ambient,136.1021,36.0762,136.1021,36.0762,Ono,Fukui,911.72,103.66,RFID-KZ-0093,YES,0.75,Low Risk,99.25,Excellent
PKG080,KZJP2026000080,2026-05-17 12:48:16.825722,"Shibukawa, Gunma",Shibukawa,Gunma,139.1791,36.4094,2026-05-16 00:54:23.363274,"Inuyama, Aichi",2026-05-17 13:05:17.198126,None,Delivered,YES,5.3,Cool,136.9994,35.2572,136.9994,35.2572,Inuyama,Aichi,234.56,36.18,RFID-KZ-0080,YES,2.34,Low Risk,97.66,Excellent
PKG077,KZJP2026000077,2026-05-17 17:23:28.383482,"Yamaguchi, Yamaguchi",Yamaguchi,Yamaguchi,131.579,34.236,2026-05-15 04:11:08.017548,"Tsushima, Aichi",2026-05-17 20:32:03.870095,None,Delivered,NO,19.8,Ambient,136.9695,35.2835,136.9695,35.2835,Tsushima,Aichi,505.95,64.35,RFID-KZ-0077,YES,0.24,Low Risk,99.76,Excellent
PKG078,KZJP2026000078,2026-05-17 22:14:57.009231,"Fujinomiya, Shizuoka",Fujinomiya,Shizuoka,138.387,34.8557,2026-05-16 10:51:45.711469,"Yawata, Kyoto",2026-05-18 03:46:16.183835,None,Delivered,NO,19.0,Ambient,135.6588,35.0611,135.6588,35.0611,Yawata,Kyoto,249.66,40.91,RFID-KZ-0078,YES,0.29,Low Risk,99.71,Excellent
PKG072,KZJP2026000072,2026-05-18 07:02:59.369858,"Tagawa, Fukuoka",Tagawa,Fukuoka,130.4948,33.5144,2026-05-16 15:17:27.409265,"Wakayama, Wakayama",2026-05-18 05:47:00.099995,None,Delivered,YES,5.2,Cool,135.2761,34.288,135.2761,34.288,Wakayama,Wakayama,449.53,38.49,RFID-KZ-0072,YES,1.37,Low Risk,98.63,Excellent
PKG075,KZJP2026000075,2026-05-18 15:04:56.730832,"Nasukarasuyama, Tochigi",Nasukarasuyama,Tochigi,139.8476,36.4403,2026-05-16 11:48:31.584776,"Gotsu, Shimane",2026-05-18 18:16:04.354894,None,Delivered,NO,23.0,Ambient,133.1417,35.3923,133.1417,35.3923,Gotsu,Shimane,614.9,54.46,RFID-KZ-0075,YES,1.73,Low Risk,98.27,Excellent
PKG088,KZJP2026000088,2026-05-18 17:34:14.790766,"Aomori, Aomori",Aomori,Aomori,140.8453,40.8819,2026-05-15 01:18:08.808840,"Minamiawaji, Hyogo",2026-05-18 20:40:28.564475,None,Delivered,NO,23.3,Ambient,135.2388,34.8021,135.2388,34.8021,Minamiawaji,Hyogo,835.88,91.37,RFID-KZ-0088,YES,1.12,Low Risk,98.88,Excellent
PKG074,KZJP2026000074,2026-05-18 20:12:22.023751,"Katsuragi, Nara",Katsuragi,Nara,135.7234,34.7346,2026-05-16 00:38:47.630906,"Tochigi, Tochigi",2026-05-18 20:05:22.728596,None,Delivered,NO,17.3,Ambient,139.812,36.6521,139.812,36.6521,Tochigi,Tochigi,426.31,67.44,RFID-KZ-0074,YES,0.34,Low Risk,99.66,Excellent
PKG081,KZJP2026000081,2026-05-19 15:34:53.229217,"Hikari, Yamaguchi",Hikari,Yamaguchi,131.4782,34.0586,2026-05-15 05:00:01.841640,"Semboku, Akita",2026-05-19 10:23:31.579391,None,Delivered,YES,4.9,Cool,139.9932,39.6691,139.9932,39.6691,Semboku,Akita,980.52,101.39,RFID-KZ-0081,YES,1.23,Low Risk,98.77,Excellent
