timestamp,carrier,tracking_number,package_id,origin,current_location,delivery_location,prefecture,latitude,longitude,latest_status,logistics_delay_reason,logistics_delay,order_date,expected_delivery_date,waiting_time_minutes,perishable,temperature,humidity,rfid_tag,rfid_verified,tamper_alert,traffic_status,inventory_level,asset_utilization
2026-05-04 18:08:26.867238,Yamato Transport,833026437551,PKG3150,Fukuoka,Osaka Central Post Office,Kyoto,Hokkaido,35.083615,139.206789,Out for Delivery,None,0,2026-05-01 23:26:26.867274,2026-05-08 23:26:26.867277,113,No,20.4,53,RFID372619,False,Yes,Moderate,478,87.72
2026-05-04 18:37:26.867332,Yamato Transport,265527745738,PKG1198,Osaka,Osaka Central Post Office,Yokohama,Osaka,35.403198,139.472195,Hold at Yamato,None,0,2026-05-02 23:26:26.867367,2026-05-05 23:26:26.867371,75,No,-3.4,30,RFID889143,True,Yes,Heavy,304,93.87
2026-05-04 02:43:26.867426,Yamato Transport,770206189911,PKG9015,Osaka,Yokohama Sales Office,Osaka,Fukuoka,35.868089,139.51781,Delay,Mechanical Failure,1,2026-05-03 23:26:26.867468,2026-05-08 23:26:26.867471,100,Yes,12.2,78,RFID962641,False,No,Moderate,137,83.65
2026-05-04 11:44:26.867527,Yamato Transport,727371861164,PKG7192,Fukuoka,Sapporo Central Post Office,Osaka,Hokkaido,35.011431,139.452727,Delivered,None,0,2026-04-29 23:26:26.867569,2026-05-05 23:26:26.867573,20,No,0.5,60,RFID895241,True,No,Heavy,146,67.16
2026-05-04 12:01:26.867656,Yamato Transport,551623595469,PKG9742,Fukuoka,Naha Central Post Office,Tokyo,Osaka,35.290155,139.366394,Hold at Yamato,None,0,2026-05-01 23:26:26.867692,2026-05-06 23:26:26.867696,177,No,-0.5,68,RFID693781,True,No,Detour,145,93.15
2026-05-04 21:14:26.867752,Japan Post,166230567358,PKG7815,Tokyo,Naha Central Post Office,Tokyo,Hokkaido,35.130574,139.636535,Returned to the sender,None,0,2026-04-30 23:26:26.867788,2026-05-08 23:26:26.867791,1,No,-2.1,39,RFID246858,True,No,Moderate,40,66.94
2026-05-04 04:11:26.867851,Yamato Transport,998710840419,PKG2329,Fukuoka,Naha Central Post Office,Osaka,Okinawa,35.117872,139.130274,Hold at Yamato,None,0,2026-04-30 23:26:26.867887,2026-05-05 23:26:26.867891,14,No,4.2,84,RFID427220,False,No,Clear,289,66.77
2026-05-04 07:14:26.867946,Yamato Transport,574549696285,PKG6240,Nagoya,Osaka Central Post Office,Osaka,Hokkaido,35.735968,139.017681,Hold at Yamato,None,0,2026-04-29 23:26:26.867982,2026-05-08 23:26:26.867985,149,Yes,6.2,61,RFID872969,True,No,Moderate,333,99.4
2026-05-04 09:58:26.868049,Japan Post,444944168479,PKG6957,Nagoya,Yokohama Sales Office,Osaka,Okinawa,35.127254,139.907977,Returned to the sender,None,0,2026-05-01 23:26:26.868085,2026-05-08 23:26:26.868088,30,No,4.1,58,RFID331623,False,Yes,Clear,35,69.03
2026-05-04 16:47:26.868154,Yamato Transport,401897089032,PKG3165,Tokyo,Naha Central Post Office,Kyoto,Fukuoka,35.612124,139.14549,Returned,None,1,2026-04-30 23:26:26.868197,2026-05-05 23:26:26.868200,13,No,14.8,78,RFID844732,True,No,Heavy,463,82.85
